confidence,hypo_step,max_arm_length,num_threads,exec_time_ms
64,1,7,20,12494.0
54,1,7,20,12730.0
44,1,7,20,12706.0
34,1,7,20,13015.0
24,1,7,20,12974.0
14,1,7,20,13788.0
64,3,6,20,6635.0
54,3,6,20,6872.0
44,3,6,20,6498.0
34,3,6,20,6117.0
24,3,6,20,6571.0
14,3,6,20,6738.0
64,2,6,20,8092.0
54,2,6,20,7627.0
44,2,6,20,8071.0
34,2,6,20,7862.0
24,2,6,20,7639.0
14,2,6,20,7607.0
64,1,6,20,12765.0
54,1,6,20,12644.0
44,1,6,20,12902.0
34,1,6,20,12894.0
24,1,6,20,12539.0
14,1,6,20,12770.0
64,3,5,20,6108.0
54,3,5,20,6181.0
44,3,5,20,5576.0
34,3,5,20,5648.0
24,3,5,20,6550.0
14,3,5,20,5803.0
64,2,5,20,8479.0
54,2,5,20,7784.0
44,2,5,20,7784.0
34,2,5,20,8361.0
24,2,5,20,8125.0
14,2,5,20,7693.0
64,1,5,20,12103.0
54,1,5,20,12337.0
44,1,5,20,12575.0
34,1,5,20,12082.0
24,1,5,20,12421.0
14,1,5,20,12651.0
64,3,4,20,5324.0
54,3,4,20,5996.0
44,3,4,20,5622.0
34,3,4,20,6343.0
24,3,4,20,6218.0
14,3,4,20,6721.0
64,2,4,20,7689.0
54,2,4,20,7571.0
44,2,4,20,7922.0
34,2,4,20,7967.0
24,2,4,20,7652.0
14,2,4,20,7723.0
64,1,4,20,12442.0
54,1,4,20,12223.0
44,1,4,20,12095.0
34,1,4,20,12429.0
24,1,4,20,12374.0
14,1,4,20,12195.0
64,3,3,20,6538.0
54,3,3,20,6274.0
44,3,3,20,6651.0
34,3,3,20,5771.0
24,3,3,20,6207.0
14,3,3,20,6814.0
64,2,3,20,7125.0
54,2,3,20,7286.0
44,2,3,20,7304.0
34,2,3,20,7492.0
44,3,16,20,9331.0
34,3,16,20,8281.0
24,3,16,20,8173.0
14,3,16,20,8136.0
64,2,16,20,10606.0
54,2,16,20,10269.0
44,2,16,20,10432.0
34,2,16,20,9990.0
24,2,16,20,9817.0
14,2,16,20,9600.0
64,1,16,20,15729.0
54,1,16,20,15892.0
44,1,16,20,16062.0
34,1,16,20,16140.0
24,1,16,20,15866.0
14,1,16,20,15501.0
64,3,15,20,8870.0
54,3,15,20,9175.0
44,3,15,20,8697.0
34,3,15,20,8597.0
24,3,15,20,8516.0
14,3,15,20,8350.0
64,2,15,20,10105.0
54,2,15,20,10269.0
44,2,15,20,10586.0
34,2,15,20,10392.0
24,2,15,20,9771.0
14,2,15,20,10585.0
64,1,15,20,15773.0
54,1,15,20,15923.0
44,1,15,20,16065.0
34,1,15,20,15705.0
24,1,15,20,16166.0
14,1,15,20,15174.0
64,3,14,20,8099.0
54,3,14,20,8419.0
44,3,14,20,8221.0
34,3,14,20,8659.0
24,3,14,20,8471.0
14,3,14,20,7819.0
64,2,14,20,10040.0
54,2,14,20,11242.0
44,2,14,20,10038.0
34,2,14,20,9727.0
24,2,14,20,9623.0
14,2,14,20,9489.0
64,1,14,20,15765.0
54,1,14,20,15829.0
44,1,14,20,16127.0
34,1,14,20,16078.0
24,1,14,20,15565.0
14,1,14,20,15229.0
64,3,13,20,8637.0
54,3,13,20,8132.0
44,3,13,20,8560.0
34,3,13,20,8255.0
24,3,13,20,8427.0
14,3,13,20,8410.0
64,2,13,20,9928.0
54,2,13,20,10865.0
44,2,13,20,10562.0
34,2,13,20,10440.0
24,2,13,20,10043.0
14,2,13,20,10915.0
64,1,13,20,15724.0
54,1,13,20,16448.0
44,1,13,20,15867.0
34,1,13,20,15794.0
24,1,13,20,15999.0
14,1,13,20,15520.0
64,3,12,20,7768.0
54,3,12,20,8248.0
44,3,12,20,8452.0
34,3,12,20,7287.0
24,3,12,20,7928.0
14,3,12,20,7633.0
64,2,12,20,10196.0
54,2,12,20,10249.0
44,2,12,20,9969.0
34,2,12,20,9656.0
24,2,12,20,10672.0
14,2,12,20,9494.0
64,1,12,20,14935.0
54,1,12,20,15282.0
44,1,12,20,16307.0
34,1,12,20,15236.0
24,1,12,20,14648.0
14,1,12,20,14635.0
64,3,11,20,8378.0
54,3,11,20,8460.0
44,3,11,20,8306.0
34,3,11,20,8302.0
24,3,11,20,7473.0
14,3,11,20,7918.0
64,2,11,20,10571.0
54,2,11,20,9549.0
44,2,11,20,9687.0
34,2,11,20,9566.0
24,2,11,20,9713.0
14,2,11,20,10089.0
64,1,11,20,14606.0
54,1,11,20,14620.0
44,1,11,20,15056.0
34,1,11,20,14936.0
24,1,11,20,15334.0
14,1,11,20,14546.0
64,3,10,20,8215.0
54,3,10,20,8419.0
44,3,10,20,8124.0
34,3,10,20,7922.0
24,3,10,20,7573.0
14,3,10,20,7646.0
64,2,10,20,9193.0
54,2,10,20,9308.0
44,2,10,20,9262.0
34,2,10,20,10089.0
24,2,10,20,9633.0
14,2,10,20,8861.0
64,1,10,20,13908.0
54,1,10,20,14327.0
44,1,10,20,14418.0
34,1,10,20,14493.0
24,1,10,20,14565.0
14,1,10,20,14698.0
64,3,9,20,6873.0
54,3,9,20,7294.0
44,3,9,20,7801.0
34,3,9,20,7264.0
24,3,9,20,7384.0
14,3,9,20,7226.0
64,2,9,20,8724.0
54,2,9,20,8842.0
44,2,9,20,8717.0
34,2,9,20,8740.0
24,2,9,20,9350.0
14,2,9,20,9105.0
64,1,9,20,14436.0
54,1,9,20,14698.0
44,1,9,20,14156.0
34,1,9,20,14546.0
24,1,9,20,14342.0
14,1,9,20,14515.0
64,3,8,20,7169.0
54,3,8,20,7197.0
44,3,8,20,7584.0
34,3,8,20,8037.0
24,3,8,20,7388.0
14,3,8,20,7003.0
64,2,8,20,8734.0
54,2,8,20,9130.0
44,2,8,20,9106.0
34,2,8,20,8940.0
24,2,8,20,9113.0
14,2,8,20,9410.0
64,1,8,20,13861.0
54,1,8,20,13961.0
44,1,8,20,13837.0
34,1,8,20,13893.0
24,1,8,20,14129.0
14,1,8,20,14127.0
64,3,7,20,7017.0
54,3,7,20,6694.0
44,3,7,20,6621.0
34,3,7,20,6910.0
24,3,7,20,6717.0
14,3,7,20,7775.0
64,2,7,20,9129.0
54,2,7,20,8818.0
44,2,7,20,8699.0
34,2,7,20,9684.0
24,2,7,20,9471.0
14,2,7,20,8841.0
64,1,7,20,13729.0
54,1,7,20,15095.0
44,1,7,20,13610.0
34,1,7,20,13856.0
24,1,7,20,14142.0
14,1,7,20,13438.0
64,3,6,20,6934.0
54,3,6,20,6675.0
44,3,6,20,6257.0
34,3,6,20,7147.0
24,3,6,20,6804.0
14,3,6,20,7124.0
64,2,6,20,8941.0
54,2,6,20,8680.0
44,2,6,20,8251.0
34,2,6,20,9737.0
24,2,6,20,8524.0
14,2,6,20,8592.0
64,1,6,20,13969.0
54,1,6,20,14179.0
44,1,6,20,13318.0
34,1,6,20,14042.0
24,1,6,20,13887.0
14,1,6,20,13799.0
64,3,5,20,6542.0
54,3,5,20,6412.0
44,3,5,20,6381.0
34,3,5,20,6524.0
24,3,5,20,7424.0
14,3,5,20,6754.0
64,2,5,20,8192.0
54,2,5,20,8054.0
44,2,5,20,9247.0
34,2,5,20,8332.0
24,2,5,20,9442.0
14,2,5,20,9294.0
64,1,5,20,14042.0
54,1,5,20,14511.0
44,1,5,20,14320.0
34,1,5,20,13134.0
24,1,5,20,13894.0
14,1,5,20,13822.0
64,3,4,20,7320.0
54,3,4,20,6472.0
44,3,4,20,7665.0
34,3,4,20,7468.0
24,3,4,20,7068.0
14,3,4,20,7983.0
64,2,4,20,8996.0
54,2,4,20,8038.0
44,2,4,20,7748.0
34,2,4,20,8093.0
24,2,4,20,9135.0
14,2,4,20,8688.0
64,1,4,20,13356.0
54,1,4,20,12848.0
44,1,4,20,12796.0
34,1,4,20,12562.0
24,1,4,20,13087.0
14,1,4,20,13462.0
64,3,3,20,6433.0
54,3,3,20,7210.0
44,3,3,20,7136.0
34,3,3,20,6840.0
24,3,3,20,7813.0
14,3,3,20,7569.0
64,2,3,20,8310.0
54,2,3,20,7633.0
44,2,3,20,8539.0
34,2,3,20,7825.0
24,2,3,20,8677.0
14,2,3,20,8101.0
64,1,3,20,13195.0
54,1,3,20,12825.0
44,1,3,20,12733.0
34,1,3,20,12969.0
24,1,3,20,12848.0
14,1,3,20,13394.0
64,3,2,20,8232.0
54,3,2,20,7449.0
44,3,2,20,7261.0
34,3,2,20,7435.0
24,3,2,20,8224.0
14,3,2,20,7216.0
64,2,2,20,7794.0
54,2,2,20,9902.0
44,2,2,20,8342.0
34,2,2,20,8655.0
24,2,2,20,10105.0
14,2,2,20,8847.0
64,1,2,20,14311.0
54,1,2,20,15236.0
44,1,2,20,15219.0
34,1,2,20,12943.0
24,1,2,20,12664.0
14,1,2,20,13334.0
64,3,1,20,6895.0
54,3,1,20,6954.0
44,3,1,20,6914.0
34,3,1,20,6088.0
24,3,1,20,6329.0
14,3,1,20,6591.0
64,2,1,20,7996.0
54,2,1,20,8286.0
44,2,1,20,7786.0
34,2,1,20,8868.0
24,2,1,20,8146.0
14,2,1,20,8411.0
64,1,1,20,11712.0
54,1,1,20,11967.0
44,1,1,20,12500.0
34,1,1,20,12050.0
24,1,1,20,11937.0
14,1,1,20,11935.0
64,3,16,19,9090.0
54,3,16,19,8766.0
44,3,16,19,8860.0
34,3,16,19,9010.0
24,3,16,19,9508.0
14,3,16,19,8676.0
64,2,16,19,11194.0
54,2,16,19,11420.0
44,2,16,19,10678.0
34,2,16,19,10662.0
24,2,16,19,11248.0
14,2,16,19,10214.0
64,1,16,19,16304.0
54,1,16,19,16617.0
44,1,16,19,16783.0
34,1,16,19,17501.0
24,1,16,19,16758.0
14,1,16,19,16514.0
64,3,15,19,9372.0
54,3,15,19,9215.0
44,3,15,19,9444.0
34,3,15,19,8761.0
24,3,15,19,9147.0
14,3,15,19,8351.0
64,2,15,19,10608.0
54,2,15,19,10680.0
44,2,15,19,10784.0
34,2,15,19,10326.0
24,2,15,19,10734.0
14,2,15,19,9947.0
64,1,15,19,16678.0
54,1,15,19,16214.0
44,1,15,19,16419.0
34,1,15,19,16366.0
24,1,15,19,16803.0
14,1,15,19,16186.0
64,3,14,19,8614.0
54,3,14,19,8324.0
44,3,14,19,8665.0
34,3,14,19,8547.0
24,3,14,19,8454.0
14,3,14,19,8713.0
64,2,14,19,10531.0
54,2,14,19,10885.0
44,2,14,19,10237.0
34,2,14,19,9757.0
24,2,14,19,10321.0
14,2,14,19,9666.0
64,1,14,19,15989.0
54,1,14,19,15553.0
44,1,14,19,15753.0
34,1,14,19,16831.0
24,1,14,19,15864.0
14,1,14,19,15893.0
64,3,13,19,8898.0
54,3,13,19,9305.0
44,3,13,19,8683.0
34,3,13,19,8389.0
24,3,13,19,8058.0
14,3,13,19,8785.0
64,2,13,19,10112.0
54,2,13,19,10488.0
44,2,13,19,10946.0
34,2,13,19,10640.0
24,2,13,19,10828.0
14,2,13,19,9603.0
64,1,13,19,16180.0
54,1,13,19,15823.0
44,1,13,19,15393.0
34,1,13,19,15998.0
24,1,13,19,16144.0
14,1,13,19,15683.0
64,3,12,19,8177.0
54,3,12,19,9166.0
44,3,12,19,8300.0
34,3,12,19,8182.0
24,3,12,19,7545.0
14,3,12,19,7905.0
64,2,12,19,10142.0
54,2,12,19,10132.0
44,2,12,19,10166.0
34,2,12,19,9739.0
24,2,12,19,9479.0
14,2,12,19,9935.0
64,1,12,19,15579.0
54,1,12,19,14956.0
44,1,12,19,15914.0
34,1,12,19,15597.0
24,1,12,19,15741.0
14,1,12,19,15284.0
64,3,11,19,7867.0
54,3,11,19,7915.0
44,3,11,19,7459.0
34,3,11,19,7700.0
24,3,11,19,7613.0
14,3,11,19,7928.0
64,2,11,19,9528.0
54,2,11,19,9713.0
44,2,11,19,9776.0
34,2,11,19,9543.0
24,2,11,19,9524.0
14,2,11,19,9760.0
64,1,11,19,14993.0
54,1,11,19,15483.0
44,1,11,19,15119.0
34,1,11,19,15006.0
24,1,11,19,15356.0
14,1,11,19,16188.0
64,3,10,19,7710.0
54,3,10,19,8113.0
44,3,10,19,8502.0
34,3,10,19,7428.0
24,3,10,19,7644.0
14,3,10,19,9122.0
64,2,10,19,9845.0
54,2,10,19,9311.0
44,2,10,19,9131.0
34,2,10,19,9234.0
24,2,10,19,10093.0
14,2,10,19,9254.0
64,1,10,19,14928.0
54,1,10,19,15581.0
44,1,10,19,15696.0
34,1,10,19,15275.0
24,1,10,19,15401.0
14,1,10,19,15710.0
64,3,9,19,7201.0
54,3,9,19,7189.0
44,3,9,19,7556.0
34,3,9,19,7465.0
24,3,9,19,7704.0
14,3,9,19,7401.0
64,2,9,19,9366.0
54,2,9,19,12074.0
44,2,9,19,9295.0
34,2,9,19,9019.0
24,2,9,19,8889.0
14,2,9,19,10434.0
64,1,9,19,14546.0
54,1,9,19,14746.0
44,1,9,19,14261.0
34,1,9,19,14735.0
24,1,9,19,13852.0
14,1,9,19,15326.0
64,3,8,19,7394.0
54,3,8,19,6729.0
44,3,8,19,8583.0
34,3,8,19,7669.0
24,3,8,19,7752.0
14,3,8,19,6855.0
64,2,8,19,9492.0
54,2,8,19,8941.0
44,2,8,19,9982.0
34,2,8,19,9107.0
24,2,8,19,8849.0
14,2,8,19,8392.0
64,1,8,19,14149.0
54,1,8,19,14000.0
44,1,8,19,14460.0
34,1,8,19,13840.0
24,1,8,19,14305.0
14,1,8,19,14518.0
64,3,7,19,7479.0
54,3,7,19,6741.0
44,3,7,19,7285.0
34,3,7,19,7112.0
24,3,7,19,6809.0
14,3,7,19,6595.0
64,2,7,19,8290.0
54,2,7,19,9020.0
44,2,7,19,8462.0
34,2,7,19,8894.0
24,2,7,19,10293.0
14,2,7,19,9018.0
64,1,7,19,14024.0
54,1,7,19,14345.0
44,1,7,19,14187.0
34,1,7,19,14548.0
24,1,7,19,13926.0
14,1,7,19,15190.0
64,3,6,19,7560.0
54,3,6,19,7300.0
44,3,6,19,6943.0
34,3,6,19,6650.0
24,3,6,19,6916.0
14,3,6,19,6959.0
64,2,6,19,8648.0
54,2,6,19,9319.0
44,2,6,19,9027.0
34,2,6,19,8188.0
24,2,6,19,8171.0
14,2,6,19,8124.0
64,1,6,19,13701.0
54,1,6,19,13674.0
44,1,6,19,13678.0
34,1,6,19,15508.0
24,1,6,19,13717.0
14,1,6,19,13982.0
64,3,5,19,7378.0
54,3,5,19,7226.0
44,3,5,19,7372.0
34,3,5,19,7948.0
24,3,5,19,7206.0
14,3,5,19,7220.0
64,2,5,19,8046.0
54,2,5,19,8013.0
44,2,5,19,9254.0
34,2,5,19,8399.0
24,2,5,19,9016.0
14,2,5,19,8510.0
64,1,5,19,13492.0
54,1,5,19,13291.0
44,1,5,19,13212.0
34,1,5,19,14202.0
24,1,5,19,13266.0
14,1,5,19,13541.0
64,3,4,19,6478.0
54,3,4,19,5917.0
44,3,4,19,6960.0
34,3,4,19,7809.0
24,3,4,19,7620.0
14,3,4,19,7955.0
64,2,4,19,9017.0
54,2,4,19,7764.0
44,2,4,19,8396.0
34,2,4,19,7570.0
24,2,4,19,8301.0
14,2,4,19,8531.0
64,1,4,19,12854.0
54,1,4,19,12825.0
44,1,4,19,13088.0
34,1,4,19,13348.0
24,1,4,19,13626.0
14,1,4,19,12743.0
64,3,3,19,6814.0
54,3,3,19,7851.0
44,3,3,19,6407.0
34,3,3,19,7338.0
24,3,3,19,7360.0
14,3,3,19,8133.0
64,2,3,19,7952.0
54,2,3,19,8864.0
44,2,3,19,7961.0
34,2,3,19,8264.0
24,2,3,19,9205.0
14,2,3,19,8225.0
64,1,3,19,12513.0
54,1,3,19,13021.0
44,1,3,19,14045.0
34,1,3,19,12967.0
24,1,3,19,13936.0
14,1,3,19,13796.0
64,3,2,19,7729.0
54,3,2,19,9491.0
44,3,2,19,8251.0
34,3,2,19,7829.0
24,3,2,19,8405.0
14,3,2,19,8004.0
64,2,2,19,9826.0
54,2,2,19,8382.0
44,2,2,19,8539.0
34,2,2,19,9330.0
24,2,2,19,10011.0
14,2,2,19,12678.0
64,1,2,19,13740.0
54,1,2,19,13907.0
44,1,2,19,13739.0
34,1,2,19,13766.0
24,1,2,19,13672.0
14,1,2,19,13696.0
64,3,1,19,9334.0
54,3,1,19,11066.0
44,3,1,19,10301.0
34,3,1,19,7991.0
24,3,1,19,7757.0
14,3,1,19,9045.0
64,2,1,19,10339.0
54,2,1,19,8465.0
44,2,1,19,9610.0
34,2,1,19,7957.0
24,2,1,19,8702.0
14,2,1,19,9337.0
64,1,1,19,12771.0
54,1,1,19,12004.0
44,1,1,19,12363.0
34,1,1,19,12451.0
24,1,1,19,12304.0
14,1,1,19,12400.0
64,3,16,18,9192.0
54,3,16,18,9886.0
44,3,16,18,10571.0
34,3,16,18,9643.0
24,3,16,18,10362.0
14,3,16,18,8570.0
64,2,16,18,10983.0
54,2,16,18,11165.0
44,2,16,18,11176.0
34,2,16,18,12543.0
24,2,16,18,11195.0
14,2,16,18,10140.0
64,1,16,18,17221.0
54,1,16,18,16469.0
44,1,16,18,16990.0
34,1,16,18,17212.0
24,1,16,18,16349.0
14,1,16,18,16460.0
64,3,15,18,8929.0
54,3,15,18,8824.0
44,3,15,18,8840.0
34,3,15,18,10153.0
24,3,15,18,11027.0
14,3,15,18,8394.0
64,2,15,18,11637.0
54,2,15,18,11472.0
44,2,15,18,10895.0
34,2,15,18,10383.0
24,2,15,18,10405.0
14,2,15,18,10593.0
64,1,15,18,16225.0
54,1,15,18,17317.0
44,1,15,18,16957.0
34,1,15,18,17082.0
24,1,15,18,16672.0
14,1,15,18,16147.0
64,3,14,18,9193.0
54,3,14,18,9018.0
44,3,14,18,8624.0
34,3,14,18,8518.0
24,3,14,18,9044.0
14,3,14,18,8528.0
64,2,14,18,10798.0
54,2,14,18,10480.0
44,2,14,18,10882.0
34,2,14,18,11276.0
24,2,14,18,11408.0
14,2,14,18,11784.0
64,1,14,18,16588.0
54,1,14,18,16425.0
44,1,14,18,17055.0
34,1,14,18,15620.0
24,1,14,18,16222.0
14,1,14,18,15543.0
64,3,13,18,9291.0
54,3,13,18,9125.0
44,3,13,18,8813.0
34,3,13,18,8854.0
24,3,13,18,8588.0
14,3,13,18,8629.0
64,2,13,18,10916.0
54,2,13,18,11021.0
44,2,13,18,10690.0
34,2,13,18,10495.0
24,2,13,18,10221.0
14,2,13,18,9875.0
64,1,13,18,16157.0
54,1,13,18,16412.0
44,1,13,18,16125.0
34,1,13,18,16030.0
24,1,13,18,16090.0
14,1,13,18,15875.0
64,3,12,18,8843.0
54,3,12,18,8958.0
44,3,12,18,9480.0
34,3,12,18,8099.0
24,3,12,18,8801.0
14,3,12,18,8573.0
64,2,12,18,11466.0
54,2,12,18,9660.0
44,2,12,18,10066.0
34,2,12,18,11728.0
24,2,12,18,11014.0
14,2,12,18,10231.0
64,1,12,18,15990.0
54,1,12,18,15786.0
44,1,12,18,17696.0
34,1,12,18,16388.0
24,1,12,18,15608.0
14,1,12,18,15723.0
64,3,11,18,8066.0
54,3,11,18,10835.0
44,3,11,18,8185.0
34,3,11,18,9970.0
24,3,11,18,10354.0
14,3,11,18,8423.0
64,2,11,18,10294.0
54,2,11,18,10994.0
44,2,11,18,10223.0
34,2,11,18,10490.0
24,2,11,18,10364.0
14,2,11,18,9688.0
64,1,11,18,15667.0
54,1,11,18,15671.0
44,1,11,18,15457.0
34,1,11,18,15327.0
24,1,11,18,15018.0
14,1,11,18,15588.0
64,3,10,18,8369.0
54,3,10,18,8665.0
44,3,10,18,8330.0
34,3,10,18,8009.0
24,3,10,18,9176.0
14,3,10,18,8359.0
64,2,10,18,9452.0
54,2,10,18,10002.0
44,2,10,18,9724.0
34,2,10,18,9882.0
24,2,10,18,9878.0
14,2,10,18,10335.0
64,1,10,18,15104.0
54,1,10,18,15075.0
44,1,10,18,15506.0
34,1,10,18,15717.0
24,1,10,18,15378.0
14,1,10,18,16065.0
64,3,9,18,8466.0
54,3,9,18,8279.0
44,3,9,18,7411.0
34,3,9,18,7857.0
24,3,9,18,7918.0
14,3,9,18,7821.0
64,2,9,18,9379.0
54,2,9,18,9628.0
44,2,9,18,9952.0
34,2,9,18,9767.0
24,2,9,18,10204.0
14,2,9,18,9327.0
64,1,9,18,15728.0
54,1,9,18,15579.0
44,1,9,18,15646.0
34,1,9,18,15174.0
24,1,9,18,15252.0
14,1,9,18,15558.0
64,3,8,18,10649.0
54,3,8,18,7718.0
44,3,8,18,8961.0
34,3,8,18,7948.0
24,3,8,18,8871.0
14,3,8,18,8213.0
64,2,8,18,10105.0
54,2,8,18,9820.0
44,2,8,18,9976.0
34,2,8,18,9863.0
24,2,8,18,9202.0
14,2,8,18,9073.0
64,1,8,18,14888.0
54,1,8,18,15163.0
44,1,8,18,14875.0
34,1,8,18,14888.0
24,1,8,18,14543.0
14,1,8,18,14841.0
64,3,7,18,7348.0
54,3,7,18,7769.0
44,3,7,18,6586.0
34,3,7,18,7733.0
24,3,7,18,7262.0
14,3,7,18,7227.0
64,2,7,18,9018.0
54,2,7,18,9123.0
44,2,7,18,8976.0
34,2,7,18,9364.0
24,2,7,18,10337.0
14,2,7,18,8639.0
64,1,7,18,14911.0
54,1,7,18,15025.0
44,1,7,18,14586.0
34,1,7,18,16930.0
24,1,7,18,14976.0
14,1,7,18,14732.0
64,3,6,18,8332.0
54,3,6,18,10972.0
44,3,6,18,7091.0
34,3,6,18,8603.0
24,3,6,18,7778.0
14,3,6,18,6428.0
64,2,6,18,8651.0
54,2,6,18,9806.0
44,2,6,18,8584.0
34,2,6,18,8310.0
24,2,6,18,8390.0
14,2,6,18,8317.0
64,1,6,18,14076.0
54,1,6,18,14103.0
44,1,6,18,14344.0
34,1,6,18,14826.0
24,1,6,18,14350.0
14,1,6,18,14830.0
64,3,5,18,6979.0
54,3,5,18,6526.0
44,3,5,18,7264.0
34,3,5,18,6591.0
24,3,5,18,6875.0
14,3,5,18,7459.0
64,2,5,18,8614.0
54,2,5,18,8348.0
44,2,5,18,9007.0
34,2,5,18,9058.0
24,2,5,18,9591.0
14,2,5,18,9475.0
64,1,5,18,15369.0
54,1,5,18,14811.0
44,1,5,18,15171.0
34,1,5,18,14217.0
24,1,5,18,14494.0
14,1,5,18,13981.0
64,3,4,18,7290.0
54,3,4,18,7719.0
44,3,4,18,7297.0
34,3,4,18,6833.0
24,3,4,18,6998.0
14,3,4,18,6826.0
64,2,4,18,8585.0
54,2,4,18,8478.0
44,2,4,18,8964.0
34,2,4,18,8673.0
24,2,4,18,8439.0
14,2,4,18,8918.0
64,1,4,18,13217.0
54,1,4,18,20407.0
44,1,4,18,16634.0
34,1,4,18,15882.0
24,1,4,18,14273.0
14,1,4,18,14145.0
64,3,3,18,6381.0
54,3,3,18,7164.0
44,3,3,18,7670.0
34,3,3,18,6497.0
24,3,3,18,6062.0
14,3,3,18,7660.0
64,2,3,18,8021.0
54,2,3,18,8723.0
44,2,3,18,7903.0
44,2,3,18,8249.0
24,2,3,18,7797.0
14,2,3,18,8212.0
64,1,3,18,12629.0
54,1,3,18,12087.0
44,1,3,18,12634.0
34,1,3,18,12933.0
24,1,3,18,13200.0
14,1,3,18,13502.0
64,3,2,18,7112.0
54,3,2,18,6914.0
44,3,2,18,7133.0
34,3,2,18,7725.0
24,3,2,18,7560.0
14,3,2,18,8643.0
64,2,2,18,8010.0
54,2,2,18,8328.0
44,2,2,18,7977.0
34,2,2,18,7824.0
24,2,2,18,9300.0
14,2,2,18,9486.0
64,1,2,18,12426.0
54,1,2,18,12220.0
44,1,2,18,12418.0
34,1,2,18,12866.0
24,1,2,18,13232.0
14,1,2,18,13275.0
64,3,1,18,7642.0
54,3,1,18,7364.0
44,3,1,18,7026.0
34,3,1,18,6930.0
24,3,1,18,8292.0
14,3,1,18,7328.0
64,2,1,18,9010.0
54,2,1,18,8820.0
44,2,1,18,8931.0
34,2,1,18,8126.0
24,2,1,18,8431.0
14,2,1,18,8749.0
64,1,1,18,12744.0
54,1,1,18,12828.0
44,1,1,18,12269.0
34,1,1,18,12936.0
24,1,1,18,12472.0
14,1,1,18,12621.0
64,3,16,17,9252.0
54,3,16,17,9336.0
44,3,16,17,9396.0
34,3,16,17,9660.0
24,3,16,17,9152.0
14,3,16,17,9010.0
64,2,16,17,11752.0
54,2,16,17,11447.0
44,2,16,17,11510.0
34,2,16,17,11406.0
24,2,16,17,10995.0
14,2,16,17,10456.0
64,1,16,17,17793.0
54,1,16,17,17681.0
44,1,16,17,17498.0
34,1,16,17,17656.0
24,1,16,17,17370.0
14,1,16,17,16877.0
64,3,15,17,9041.0
54,3,15,17,11836.0
44,3,15,17,9576.0
34,3,15,17,9078.0
24,3,15,17,9805.0
14,3,15,17,8583.0
64,2,15,17,10672.0
54,2,15,17,11375.0
44,2,15,17,11042.0
34,2,15,17,11145.0
24,2,15,17,11162.0
14,2,15,17,10192.0
64,1,15,17,15957.0
54,1,15,17,17186.0
44,1,15,17,17878.0
34,1,15,17,17425.0
24,1,15,17,17695.0
14,1,15,17,16398.0
64,3,14,17,9528.0
54,3,14,17,9312.0
44,3,14,17,9183.0
34,3,14,17,8855.0
24,3,14,17,8612.0
14,3,14,17,8620.0
64,2,14,17,9987.0
54,2,14,17,9896.0
44,2,14,17,10928.0
34,2,14,17,10801.0
24,2,14,17,10496.0
14,2,14,17,10579.0
64,1,14,17,16361.0
54,1,14,17,16578.0
44,1,14,17,16984.0
34,1,14,17,16520.0
24,1,14,17,16094.0
14,1,14,17,16404.0
64,3,13,17,9193.0
54,3,13,17,9082.0
44,3,13,17,9501.0
34,3,13,17,8716.0
24,3,13,17,8715.0
14,3,13,17,8968.0
64,2,13,17,10860.0
54,2,13,17,10653.0
44,2,13,17,10993.0
34,2,13,17,10548.0
24,2,13,17,12326.0
14,2,13,17,10474.0
64,1,13,17,15912.0
54,1,13,17,16134.0
44,1,13,17,16788.0
34,1,13,17,17053.0
24,1,13,17,16459.0
14,1,13,17,16497.0
64,3,12,17,8801.0
54,3,12,17,8010.0
44,3,12,17,7579.0
34,3,12,17,8493.0
24,3,12,17,8373.0
14,3,12,17,7990.0
64,2,12,17,10368.0
54,2,12,17,10303.0
44,2,12,17,10335.0
34,2,12,17,10125.0
24,2,12,17,10417.0
14,2,12,17,9726.0
64,1,12,17,15661.0
54,1,12,17,15061.0
44,1,12,17,15853.0
34,1,12,17,16045.0
24,1,12,17,15271.0
14,1,12,17,15774.0
64,3,11,17,8129.0
54,3,11,17,8399.0
44,3,11,17,8748.0
34,3,11,17,7755.0
24,3,11,17,7578.0
14,3,11,17,8347.0
64,2,11,17,9887.0
54,2,11,17,10157.0
44,2,11,17,10731.0
34,2,11,17,10076.0
24,2,11,17,9923.0
14,2,11,17,9442.0
64,1,11,17,15654.0
54,1,11,17,15176.0
44,1,11,17,13168.0
34,1,11,17,15354.0
24,1,11,17,15804.0
14,1,11,17,15327.0
64,3,10,17,8705.0
54,3,10,17,8427.0
44,3,10,17,8247.0
34,3,10,17,7840.0
24,3,10,17,8012.0
14,3,10,17,7804.0
64,2,10,17,10044.0
54,2,10,17,10384.0
44,2,10,17,9247.0
34,2,10,17,9436.0
24,2,10,17,9677.0
14,2,10,17,9531.0
64,1,10,17,15043.0
54,1,10,17,13752.0
44,1,10,17,14653.0
34,1,10,17,13972.0
24,1,10,17,15052.0
14,1,10,17,15343.0
64,3,9,17,8005.0
54,3,9,17,7965.0
44,3,9,17,7649.0
34,3,9,17,8812.0
24,3,9,17,8086.0
14,3,9,17,7753.0
64,2,9,17,9314.0
54,2,9,17,9420.0
44,2,9,17,9342.0
34,2,9,17,9014.0
24,2,9,17,9472.0
14,2,9,17,8830.0
64,1,9,17,14594.0
54,1,9,17,13717.0
44,1,9,17,14828.0
34,1,9,17,14683.0
